
Axis Mutual Fund
Axis Small Cap Fund-Direct Pl-Div,10.0,10.0,10.0
Axis Small Cap Fund-Direct Pl-Gr,10.0,10.0,10.0
Axis Small Cap Fund-Reg Pl-Div,10.0,10.0,10.0
Axis Small Cap Fund-Reg Pl-Gr,10.0,10.0,10.0
Axis Capital Protection Oriented Fund- 1-Div ,12.63,12.63,12.63
Axis Capital protection Oriented Fund- 1-Gr ,12.63,12.63,12.63
Axis Capital Protection Oriented Fund- 2-Div ,12.15,12.15,12.15
Axis Capital Protection Oriented Fund- 2-Gr ,12.15,12.15,12.15
Axis Capital Protection Oriented Fund- 3-Div ,12.5,12.5,12.5
Axis Capital Protection Oriented Fund- 3-Gr ,12.5,12.5,12.5
Axis Capital Protection Oriented Fund- 4-Div ,11.51,11.51,11.51
Axis Capital Protection Oriented Fund- 4-Gr ,11.51,11.51,11.51
Axis Capital Protection Oriented Fund- 5-Div ,11.08,11.08,11.08
Axis Capital Protection Oriented Fund- 5-Gr ,11.08,11.08,11.08
Axis Fix T Pl – 34 (392 days)-Direct Pl-Gr,10.67,10.67,10.67
Axis Fix T Pl – 34 (392 days)-Reg Pl-Div,10.66,10.66,10.66
Axis Fix T Pl – 34 (392 days)-Reg Pl-Gr,10.66,10.66,10.66
Axis Fix T Pl – 34 (392 days)-Reg Pl-Qly Div,10.3,10.3,10.3
Axis Fix T Pl – 38 (92 days)-Direct Pl-Div ,10.21,10.21,10.21
Axis Fix T Pl – 38 (92 days)-Direct Pl-Gr ,10.25,10.25,10.25
Axis Fix T Pl – 38 (92 days)-Reg Pl-Div ,10.2,10.2,10.2
Axis Fix T Pl – 38 (92 days)-Reg Pl-Gr ,10.25,10.25,10.25
Axis Fix T Pl – 42 (552 days)-Direct Pl-Gr,10.08,10.08,10.08
Axis Fix T Pl – 42 (552 days)-Reg Pl-Div,10.07,10.07,10.07
Axis Fix T Pl – 42 (552 days)-Reg Pl-Gr,10.07,10.07,10.07
Axis Fix T Pl – 42 (552 days)-Reg Pl-Qly Div,10.07,10.07,10.07
Axis Fix T Pl – 40 (91 days)-Direct Pl-Div,10.19,10.19,10.19
Axis Fix T Pl – 40 (91 days)-Direct Pl-Gr,10.19,10.19,10.19
Axis Fix T Pl – 40 (91 days)-Reg Pl-Div,10.19,10.19,10.19
Axis Fix T Pl – 40 (91 days)-Reg Pl-Gr,10.19,10.19,10.19
Axis Fix T Pl – 41 (546 days)-Direct Pl-Gr,10.15,10.15,10.15
Axis Fix T Pl – 41 (546 days)-Reg Pl-Div,10.15,10.15,10.15
Axis Fix T Pl – 41 (546 days)-Reg Pl-Gr,10.15,10.15,10.15
Axis Fix T Pl – 41 (546 days)-Reg Pl-Qly Div,10.15,10.15,10.15
Axis Hybrid Fund- 7-Direct Pl-Gr,10.51,10.51,10.51
Axis Hybrid Fund- 7-Direct Pl-Div,10.51,10.51,10.51
Axis Hybrid Fund- 7-Reg Pl-Div,10.49,10.49,10.49
Axis Hybrid Fund- 7-Reg Pl-Gr,10.49,10.49,10.49
Axis Hybrid Fund- 5-Direct Pl-Div,10.68,10.68,10.68
Axis Hybrid Fund- 5-Direct Pl-Gr,10.68,10.68,10.68
Axis Hybrid Fund- 5-Reg Pl-Div,10.64,10.64,10.64
Axis Hybrid Fund- 5-Reg Pl-Gr,10.64,10.64,10.64
Axis Hybrid Fund- 1-Gr ,12.2,12.2,12.2
Axis Hybrid Fund- 1-Div ,12.2,12.2,12.2
Axis Hybrid Fund- 2-Div ,12.26,12.26,12.26
Axis Hybrid Fund- 2-Gr ,12.26,12.26,12.26
Axis Hybrid Fund- 3-Div,12.42,12.42,12.42
Axis Hybrid Fund- 3-Gr ,12.42,12.42,12.42
Axis Hybrid Fund 6-Direct-Div,10.73,10.73,10.73
Axis Hybrid Fund 6-Direct-Gr,10.73,10.73,10.73
Axis Hybrid Fund 6-Reg-Div,10.7,10.7,10.7
Axis Hybrid Fund 6-Reg-Gr,10.7,10.7,10.7

Baroda Pioneer Mutual Fund
BALANCE FUND-Pl A-Div ,29.64,29.34,29.64
BALANCE FUND-Pl A-Gr ,31.7,31.38,31.7
BALANCE FUND-Pl B (Direct)-Div ,29.84,29.54,29.84
BALANCE FUND-Pl B (Direct)-Gr ,31.93,31.61,31.93
ELSS 96-Pl A-Div Payout ,23.59,23.59,23.59
ELSS 96-Pl B (Direct)-Div Payout ,23.95,23.95,23.95
GILT FUND-Pl A-Div ,18.54,18.35,18.54
GILT FUND-Pl A-Gr ,18.55,18.37,18.55
GILT FUND-Pl B (Direct)-Div ,18.62,18.43,18.62
GILT FUND-Pl B (Direct)-Gr ,18.7,18.51,18.7
Baning and Financial Services Fund-Pl A-Div Payout ,10.57,10.46,10.57
Baning and Financial Services Fund-Pl A-Gr ,10.57,10.46,10.57
Baning and Financial Services Fund-Pl B (Direct)-Div Payout ,10.64,10.53,10.64
Baning and Financial Services Fund-Pl B (Direct)-Gr ,10.64,10.53,10.64
Gr FUND-Pl A-Div ,27.83,27.55,27.83
Gr FUND-Pl A-Gr ,51.33,50.82,51.33
Gr FUND-Pl B (Direct)-Div ,27.99,27.71,27.99
Gr FUND-Pl B (Direct)-Gr ,51.97,51.45,51.97
Infrastucture Fund-Pl A-Div ,7.48,7.41,7.48
Infrastucture Fund-Pl A-Gr ,7.48,7.41,7.48
Infrastucture Fund-Pl B (Direct)-Div ,7.54,7.46,7.54
Infrastucture Fund-Pl B (Direct)-Gr ,7.54,7.46,7.54
PSU Equity Fund-Pl A-Div ,6.16,6.1,6.16
PSU Equity Fund-Pl A-Gr ,6.16,6.1,6.16
PSU Equity Fund-Pl B (Direct)-Gr ,6.21,6.15,6.21
Dynamic B.Fn-Pl A-Div Payout ,9.91,9.86,9.91
Dynamic B.Fn-Pl A-Gr ,10.98,10.93,10.98
Dynamic B.Fn-Pl B (Direct)-Div Payout ,9.97,9.92,9.97
Dynamic B.Fn-Pl B (Direct)-Gr ,11.09,11.03,11.09
In FUND-Pl A-Div ,18.58,18.39,18.58
In FUND-Pl A-Gr ,18.58,18.39,18.58
In FUND-Pl B (Direct)-Gr ,18.74,18.55,18.74
MIP FUND-Pl A-Gr ,15.47,15.31,15.47
MIP FUND-Pl A-Mly Div ,12.1,11.98,12.1
MIP FUND-Pl A-Qly Div ,12.31,12.19,12.31
MIP FUND-Pl B (Direct)-Gr ,15.56,15.4,15.56
MIP FUND-Pl B (Direct)-Mly Div ,12.1,11.98,12.1
PSU B.Fn-Pl A-Gr ,13.27,13.2,13.27
PSU B.Fn-Pl A-Mly Div ,10.28,10.22,10.28
PSU B.Fn-Pl A-Qly Div ,10.14,10.09,10.14
PSU B.Fn-Pl B (Direct)-Gr ,13.3,13.23,13.3
PSU B.Fn-Pl B (Direct)-Mly Div ,10.06,10.0,10.06
S T B.Fn-Direct Pl-Pl B (Direct)-Div ,10.06,10.05,10.06
S T B.Fn-Pl A-Div ,10.09,10.08,10.09
S T B.Fn-Pl A-Gr ,12.88,12.86,12.88
S T B.Fn-Pl B (Direct)-Gr ,12.9,12.88,12.9
Treasury Advantage Fund-Pl B (Direct)-Daily Div ,1004.74,1004.74,1004.74
Treasury Advantage Fund-Pl B (Direct)-Gr ,1417.0,1417.0,1417.0
Treasury Advantage Fund-Pl B (Direct)-Mly Div ,1004.04,1004.04,1004.04
Treasury Advantage Fund-Pl B (Direct)-Qly Div ,1016.55,1016.55,1016.55
Treasury Advantage Fund-Pl B (Direct)-Weely Div ,1001.38,1001.38,1001.38
Treasury Advantage Fund-Pl A-Daily Div ,1023.16,1023.16,1023.16
Treasury Advantage Fund-Pl A-Gr ,1415.26,1415.26,1415.26
Treasury Advantage Fund-Pl A-Mly Div ,1003.95,1003.95,1003.95
Treasury Advantage Fund-Pl A-Qly Div ,1016.26,1016.26,1016.26
Treasury Advantage Fund-Pl A-Weely Div ,1026.74,1026.74,1026.74
Treasury Advantage Fund-Reg Pl-Daily Div ,1001.4,1001.4,1001.4
Treasury Advantage Fund-Reg Pl-Gr ,1408.98,1408.98,1408.98
Treasury Advantage Fund-Reg Pl-Mly Div ,1005.04,1005.04,1005.04
Treasury Advantage Fund-Reg Pl-Qly Div ,1015.91,1015.91,1015.91
Treasury Advantage Fund-Reg Pl-Weely Div ,1007.28,1007.28,1007.28
Fix Mat Pl E-Pl B (Direct)-Div Payout,10.38,10.38,10.38
Fix Mat Pl E-Pl B (Direct)-Gr,10.38,10.38,10.38
Fix Mat Pl E-Pl A-Div Payout,10.38,10.38,10.38
Fix Mat Pl E-Pl A-Gr,10.38,10.38,10.38
Fix Mat Pl- F-Pl A-Div Payout,10.24,10.24,10.24
Fix Mat Pl- F-Pl A-Gr,10.24,10.24,10.24
Fix Mat Pl- F-Pl B (Direct)-Div Payout,10.24,10.24,10.24
Fix Mat Pl- F-Pl B (Direct)-Gr,10.24,10.24,10.24
Fix Mat Pl- G-Pl B (Direct)-Div Payout,10.24,10.24,10.24
Fix Mat Pl- G-Pl A-Div Payout,10.23,10.23,10.23
Fix Mat Pl- G-Pl A-Gr,10.23,10.23,10.23
Fix Mat Pl- G-Pl B (Direct)-Gr,10.24,10.24,10.24
Fix Mat Pl H-Pl A-Gr,10.03,10.03,10.03
Fix Mat Pl H-Pl B (Direct)-Div Payout,10.03,10.03,10.03
Fix Mat Pl H-Pl B (Direct)-Gr ,10.03,10.03,10.03
Fix Mat Pl H-Pl A-Div Payout,10.03,10.03,10.03
Fix Mat Pl- A-Pl A-Div Payout ,10.69,10.69,10.69
Fix Mat Pl- A-Pl A-Gr ,10.69,10.69,10.69
Fix Mat Pl- A-Pl B (Direct)-Div Payout ,10.7,10.7,10.7
Fix Mat Pl- A-Pl B (Direct)-Gr ,10.7,10.7,10.7
Fix Mat Pl- B- Pl A-Div Payout ,10.61,10.61,10.61
Fix Mat Pl- B-Pl A-Gr ,10.61,10.61,10.61
Fix Mat Pl- B-Pl B ( Direct)-Gr ,10.62,10.62,10.62
Fix Mat Pl- C-Pl A-Div Payout ,10.59,10.59,10.59
Fix Mat Pl- C-Pl A-Gr ,10.59,10.59,10.59
Fix Mat Pl- C-Pl B (Direct )-Gr ,10.6,10.6,10.6

Birla Sun Life Mutual Fund
95 Fund-Div-Direct Pl,117.99,116.81,117.99
95 Fund-Gr-Direct Pl,362.22,358.6,362.22
95 Fund-Pl A (Div),112.06,110.94,112.06
95 Fund-Pl B(Gr),360.07,356.47,360.07
Tax Pl-Retail Div-Direct Pl,53.38,53.38,53.38
Tax Pl-Retail Gr-Direct Pl,16.2,16.2,16.2
Tax Pl Div ,51.25,51.25,51.25
Tax Pl Gr ,16.06,16.06,16.06
Relief 96-Div ,82.84,82.84,82.84
Relief 96-Gr ,12.48,12.48,12.48
Tax Relief 96-Div-Direct Pl,86.99,86.99,86.99
Tax Relief 96-Gr-Direct Pl,12.6,12.6,12.6
Flo.Rate Fund-LT Pl-Direct Pl-Daily Div,100.39,100.14,100.39
Flo.Rate Fund-LT Pl-Direct Pl-Gr,148.89,148.52,148.89
Flo.Rate Fund-LT Pl-Direct Pl-Weely Div,100.14,99.89,100.14
Flo.Rate Fund-LT Pl-Reg Pl-Daily Div,100.4,100.14,100.4
Flo.Rate Fund-LT Pl-Reg Pl-Gr,148.67,148.3,148.67
Flo.Rate Fund-LT Pl-Reg Pl-Weely Div,100.14,99.89,100.14
Flo.Rate Fund-LT Pl-Retail Pl-Gr,215.18,214.65,215.18
Flo.Rate Fund-LT Pl-Retail Pl-Weely Div,100.14,99.89,100.14
Asset Allocation-Aggressive Pl-Div-Direct Pl,36.37,36.37,36.37
Asset Allocation-Aggressive Pl-Gr-Direct Pl,36.39,36.39,36.39
Asset Allocation-Moderate Pl-Div-Direct Pl,31.75,31.75,31.75
Asset Allocation-Moderate Pl-Gr-Direct Pl,31.75,31.75,31.75
AAF-Aggressive Pl-Div Pl,36.39,36.39,36.39
AAF-Aggressive Pl-Gr Pl,36.39,36.39,36.39
AAF-Conservative Pl-Div Pl,23.76,23.76,23.76
AAF-Conservative Pl-Gr Pl,23.76,23.76,23.76
AAF-Moderate Pl-Div Pl,31.75,31.75,31.75
AAF-Moderate Pl-Gr Pl,31.75,31.75,31.75
Asset Allocation-Conservative Pl-Div-Direct Pl,23.76,23.76,23.76
Asset Allocation-Conservative Pl-Gr-Direct Pl,23.76,23.76,23.76
Gold Fund-Div-Direct Pl,10.28,10.07,10.28
Gold Fund-Gr-Direct Pl,10.29,10.08,10.29
Gold Fund-Div,10.27,10.06,10.27
Gold Fund-Gr,10.27,10.06,10.27
Gilt Plus-Liq-Div.-Payout/Rein.-Qly,10.9,10.9,10.9
Gilt Plus-Liq Pl-A Div-Direct Pl,11.06,11.06,11.06
Gilt Plus-Liq Pl-Daily Div-Direct Pl,10.01,10.01,10.01
Gilt Plus-Liq Pl-Daily Div-Reg Pl,10.01,10.01,10.01
Gilt Plus-Liq Pl-Div-Direct Pl,10.96,10.96,10.96
Gilt Plus-Liq Pl-Gr-Direct Pl,27.79,27.79,27.79
Gilt Plus-Liq Pl-Weely Div-Reg Pl,10.02,10.02,10.02
Gilt Plus-Pf Pl-Div.-Payout/Rein.-Qly,10.78,10.72,10.78
Gilt Plus-PF Pl-Div-Direct Pl,10.88,10.82,10.88
Gilt Plus-PF Pl-Gr-Direct Pl,30.86,30.71,30.86
Gilt Plus-Pf Pl-Gr-Gain-A,30.78,30.63,30.78
Gilt Plus-Reg Pl-Div.-Payout/Rein.-Qly,11.73,11.73,11.73
Gilt Plus-Reg Pl-Div-Direct Pl,11.78,11.78,11.78
Gilt Plus-Reg Pl-Gr-Direct Pl,35.88,35.88,35.88
Gilt Plus-Liq Pl (A Div),10.92,10.92,10.92
Gilt Plus-Liq Pl-Gr,27.73,27.73,27.73
Gilt Plus-Reg Pl-Gr,35.79,35.79,35.79
Govt, Sec's LT Fund-Pl A (Div),10.65,10.55,10.65
Govt, Sec's LT Fund-Pl B (Gr),34.17,33.83,34.17
Bsl Govt Sec Fund-LT Pl-Gr-Direct Pl,34.3,33.96,34.3
Bsl Govt Sec Fund-LT Pl-Half Yly Div-Direct Pl,11.03,10.92,11.03
Govt. Sec's S T Fund-S T Pl-Gr-Direct Pl,10.53,10.53,10.53
Bsl Govt Sec Fund-S T Pl-Daily Div,10.0,10.0,10.0
Bsl Govt Sec Fund-S T Pl-Gr,23.25,23.25,23.25
Gold ETF,2740.38,2740.38,2740.38
Buy India Fund-Pl A(Div),24.24,24.12,24.24
Buy India Fund-Pl B(Gr),50.74,50.49,50.74
Sunlife Buy India Fund-Div-Direct Pl,24.36,24.24,24.36
Sunlife Buy India Fund-Gr-Direct Pl,50.99,50.74,50.99
Advantage Fund-Div-Direct Pl,76.84,76.46,76.84
Advantage Fund-Gr-Direct Pl,168.75,167.06,168.75
Advantage Fund-Pl A (Div),76.72,76.34,76.72
Advantage Fund-Pl B (Gr),168.22,167.38,168.22
Commodities Equities Fund Global Agri Pl-Div-Direct Pl,18.0,17.46,18.0
Commodities Equities Fund Global Agri Pl-Gr-Direct Pl,19.22,18.64,19.22
Bsl Comm Eq Fund-Global Agri Pl-Div,17.94,17.4,17.94
Bsl Comm Eq Fund-Global Agri Pl-Gr,19.16,18.58,19.16
Div Yield Plus-Div-Direct Pl,12.94,12.81,12.94
Div Yield Plus-Gr-Direct Pl,89.94,89.04,89.94
Div Yield Plus-Pl A (Div),12.37,12.24,12.37
Div Yield Plus-Pl B (Gr),89.31,88.42,89.31
Enhanced Arbitrage Fund-Div-Direct Pl,13.07,13.07,13.07
Enhanced Arbitrage Fund-Gr-Direct Pl,13.41,13.41,13.41
ENHANCED ARBITRAGE FUND-RETAIL Pl-Div,13.04,13.04,13.04
ENHANCED ARBITRAGE FUND-RETAIL Pl-Gr,13.35,13.35,13.35
Equity Fund-Div-Direct Pl,69.0,68.31,69.0
Equity Fund-Gr-Direct Pl,288.36,285.48,288.36
Equity Fund-Pl A(Div),65.34,64.69,65.34
Equity Fund-Pl B(Gr),286.69,283.82,286.69
Frontline Equity Fund-Div-Direct Pl,23.99,23.75,23.99
Frontline Equity Fund-Gr-Direct Pl,107.57,106.49,107.57
Frontline Equity Fund-Div,21.64,21.42,21.64
Frontline Equity Fund-Gr,106.76,105.69,106.76
Index Fund-Div-Direct Pl,21.7,21.6,21.7
Index Fund-Gr-Direct Pl,61.34,61.03,61.34
Index Fund-Pl A (Div),21.67,21.57,21.67
Index Fund-Pl B (Gr),61.5,61.2,61.5
India Gennext Fund-Div-Direct Pl,17.35,17.18,17.35
India Gennext Fund-Gr-Direct Pl,33.15,32.82,33.15
India Gennext Fund-Div ,16.18,16.02,16.18
India Gennext Fund-Gr ,32.89,32.56,32.89
India Opportunities Fund-Div-Direct Pl,18.64,18.54,18.64
India Opportunities Fund-Gr-Direct Pl,61.79,61.49,61.79
India Opportunities Fund-Pl A (Div),18.55,18.45,18.55
India Opportunities Fund-Pl B (Gr),61.54,61.24,61.54
India Reforms Fund-Div-Direct Pl,8.76,8.68,8.76
India Reforms Fund-Gr-Direct Pl,8.75,8.67,8.75
India Reforms Fund-Div,8.72,8.64,8.72
India Reforms Fund-Gr,8.72,8.64,8.72
Infrastructure Fund- Div-Direct Pl,10.53,10.42,10.53
Infrastructure Fund-Gr-Direct Pl,15.28,15.13,15.28
Infrastructure Fund-Div,10.47,10.37,10.47
Infrastructure Fund-Gr,15.2,15.05,15.2
International Equity Fund Pl A-Div,15.59,15.59,15.59
International Equity Fund Pl A-Gr,15.58,15.58,15.58
Intl. Equity Fund Pl A-Div-Direct Pl,15.7,15.7,15.7
Intl. Equity Fund Pl A-Gr-Direct Pl,15.68,15.68,15.68
International Equity Fund Pl B-Div,10.66,10.55,10.66
International Equity Fund Pl B-Gr,10.66,10.55,10.66
Intl. Equity Fund Pl B-Div-Direct Pl,10.71,10.61,10.71
Intl. Equity Fund Pl B-Gr-Direct Pl,10.71,10.61,10.71
Midcap Fund-Div-Direct Pl,21.3,21.09,21.3
Midcap Fund-Gr-Direct Pl,113.43,112.3,113.43
MIDCAP Fund-Div,19.55,19.35,19.55
MIDCAP Fund-Gr,112.73,111.6,112.73
MNC Fund-Div-Direct Pl,95.08,94.13,95.08
MNC Fund-Gr-Direct Pl,280.33,277.53,280.33
MNC Fund-Pl A (Div),86.7,85.83,86.7
MNC Fund-Pl B (Gr),279.07,276.28,279.07
New Millenium Fund-Pl A(Div),15.7,15.54,15.7
New Millenium Fund-Pl B(Gr),25.47,25.22,25.47
New Mill Fund-Div-Direct Pl,13.17,13.04,13.17
New Mill Fund-Gr-Direct Pl,25.59,25.33,25.59
Pure Value Fund-Div-Direct Pl,16.1,15.94,16.1
Pure Value Fund-Div ,14.83,14.68,14.83
Pure Value Fund-Gr-Direct Pl,18.42,18.24,18.42
Pure Value Fund-Gr ,18.33,18.14,18.33
Small & Midcap Fund-Div,12.32,12.2,12.32
Small & Midcap Fund-Gr,13.1,12.97,13.1
Small And Midcap Fund-Div-Direct Pl,12.78,12.65,12.78
Small And Midcap Fund-Gr-Direct Pl,13.19,13.05,13.19
Special Situations Fund-Div,9.92,9.82,9.92
Special Situations Fund-Div-Direct Pl,9.97,9.87,9.97
Special Situations Fund-Gr,9.92,9.82,9.92
Special Situations Fund-Gr-Direct Pl,9.97,9.87,9.97
Top 100 Fund-Div-Direct Pl,15.94,15.78,15.94
Top 100 Fund-Gr-Direct Pl,27.98,27.7,27.98
Top 100 Fund-Div ,13.88,13.74,13.88
Top 100 Fund-Gr ,27.81,27.54,27.81
Cash Manager-Daily Div,100.29,100.29,100.29
Cash Manager-Daily Div-Direct Pl,100.36,100.36,100.36
Cash Manager-Gr-Direct Pl,302.19,302.19,302.19
Cash Manager-Weely Div-Direct Pl,100.1,100.1,100.1
Cash Manager-Pl A(Ins Daily Div),100.21,100.21,100.21
Cash Manager-Pl B(Gr),299.9,299.9,299.9
Cash Manager-Pl C(Ins Gr),209.89,209.89,209.89
Cash Manager-Pl D(Weely Div),100.1,100.1,100.1
Cash Manager-Pl E(Ins Weely Div),100.1,100.1,100.1
Dynamic B.Fn-Retail Gr-Direct Pl,20.69,20.58,20.69
Dynamic B.Fn-Retail Mly Div-Direct Pl,10.16,10.16,10.16
Dynamic B.Fn-Retail Qly Div-Direct Pl,11.19,11.13,11.19
Dynamic B.Fn-Discipline Advantage Pl-Gr,14.26,14.19,14.26
Dynamic B.Fn-Retail Pl-Gr,20.62,20.51,20.62
Dynamic B.Fn-Retail Pl-Mly Div,10.23,10.18,10.23
Dynamic B.Fn-Retail Pl-Qly Div,11.13,11.08,11.13
In Plus (Discipline Advantage Pl),13.29,13.16,13.29
In Plus (Gr),52.69,52.16,52.69
In Plus-Gr-Direct Pl,53.01,52.48,53.01
In Plus-Qly Div,12.09,11.97,12.09
In Plus-Qly Div-Direct Pl,12.23,12.1,12.23
Medium T Pl-Div,10.93,10.71,10.93
Medium T Pl-Div-Direct Pl,10.98,10.76,10.98
Medium T Pl-Gr,14.75,14.45,14.75
Medium T Pl-Gr-Direct Pl,14.81,14.52,14.81
Medium T Pl-Half Yly Div,10.77,10.56,10.77
Medium T Pl-Half Yly Div-Direct Pl,11.06,10.84,11.06
Medium T Pl-Ins-Gr Pl,14.32,14.03,14.32
Medium T Pl-Ins-Half Yly Div Pl,10.78,10.56,10.78
Medium T Pl-Ins-Qly Div Pl,10.58,10.37,10.58
Medium T Pl-Qly Div-Direct Pl,10.69,10.48,10.69
Medium T Pl-Retail-Qly Div Pl,10.61,10.4,10.61
MIP-Gr / Payment,31.86,31.54,31.86
MIP-Gr / Payment-Direct Pl,31.99,31.67,31.99
MIP-Mly Div,11.29,11.18,11.29
MIP-Mly Div-Direct Pl,11.96,11.84,11.96
MIP II-Saving 5 Pl-Gr / Payment,21.69,21.47,21.69
MIP Saving 5 Pl-Gr / Payment-Direct Pl,21.77,21.55,21.77
Mip Saving 5 Pl-Mly Div,11.5,11.38,11.5
MIP Saving 5 Pl-Mly Div-Direct Pl,11.94,11.82,11.94
MIP II-Wealth 25 Pl-Gr / Payment,21.91,21.7,21.91
MIP Wealth 25 Pl-Gr / Payment-Direct Pl,22.0,21.78,22.0
Mip Wealth 25 Pl-Mly Div,11.5,11.38,11.5
MIP Wealth 25 Pl-Mly Div-Direct Pl,12.38,12.25,12.38
Mly In-Div-Direct Pl,11.55,11.44,11.55
